"Uniprot","Full.Uniprot","Description","Accession","R1.X127_N.126","R2X127_N.126","R1.X127_C.126","R1.X128_N.126","R2X127_C.126","R2X128_N.126","R1.X128_C.126","R1.X129_N.126","R2X128_C.126","R2X129_N.126","R1.X129_C.126","R1.X130_N.126","R2X129_C.126","R2X130_N.126","R1.X130_C.126","R1.X131.126","R2X130_C.126","R2X131.126"
"Q6URQ0","tr|Q6URQ0|Q6URQ0_ORYSJ","3-isopropylmalate dehydratase small subunit OS=Oryza sativa subsp. japonica OX=39947 GN=IPMDHSU PE=2 SV=1",125540544,1.024,1.04,0.879,0.929,0.958,0.91,0.974,1.087,0.981,0.962,0.872,0.964,0.945,1.018,0.9,1.072,0.987,1.009
"B9F1I9","tr|B9F1I9|B9F1I9_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07848 PE=4 SV=1",125540598,1.073,1.167,1.024,1.374,0.664,1.138,1.058,1.554,0.94,0.648,1.139,1.374,1.098,1.133,1.009,1.076,1.002,0.77
"A3AAI1","tr|A3AAI1|A3AAI1_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_08073 PE=3 SV=1",125540812,1.317,0.967,0.813,0.897,1.003,1.065,0.77,0.704,1.115,0.862,1.27,1.005,1.214,0.966,0.703,0.952,0.969,1.036
"A3AAM6","tr|A3AAM6|A3AAM6_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_08118 PE=4 SV=1",125540865,0.947,1.004,0.968,0.974,1.081,0.956,0.982,0.97,1.058,1.023,1.043,0.925,1.056,1.029,1.006,0.98,1.033,0.978
"B9F2F5","tr|B9F2F5|B9F2F5_ORYSJ","Protein kinase domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_08189 PE=4 SV=1",125540943,1.059,1.028,1.179,1.036,1.053,0.985,0.916,0.859,0.85,0.593,1.165,1.034,1.007,0.92,1.116,0.687,1.02,0.909
"A3AC42","tr|A3AC42|A3AC42_ORYSJ","Diacylglycerol kinase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_08661 PE=3 SV=1",125541406,1.075,0.937,0.943,0.943,0.896,0.843,0.915,1.012,0.782,0.7,0.978,1.032,0.754,0.754,1.193,0.9,0.97,0.926
"Q69R01","tr|Q69R01|Q69R01_ORYSJ","Transmembrane 9 superfamily member OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0797700 PE=2 SV=1",125541477,1,1.037,1.082,0.983,1.022,0.95,0.898,0.927,0.912,0.939,1.008,0.928,1.024,0.992,1.117,0.997,1.022,0.941
"Q6K6B4","tr|Q6K6B4|Q6K6B4_ORYSJ","Haloacid dehalogenase-like hydrolase-like OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_08866 PE=4 SV=1",125541617,0.939,0.903,1.026,0.999,0.986,0.995,0.997,0.986,0.957,0.99,0.932,1.062,0.972,0.969,1.001,1.002,0.987,0.965
"Q6K7Q7","tr|Q6K7Q7|Q6K7Q7_ORYSJ","Os02g0827300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0827300 PE=4 SV=1",125541705,0.975,1.386,0.987,0.996,0.963,0.886,0.985,0.966,0.974,0.762,0.957,0.98,1.018,1.005,1.059,0.966,1.335,1.188
"A3AD04","tr|A3AD04|A3AD04_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_08992 PE=4 SV=1",125541726,0.965,0.878,1.017,1.022,0.965,0.985,0.954,0.997,0.938,0.858,0.961,0.939,0.875,0.902,0.987,0.938,0.814,1.076
"A3AD51","tr|A3AD51|A3AD51_ORYSJ","Os03g0100040 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0100040 PE=3 SV=1",125542023,0.956,1.001,1.215,1.186,1.033,1.068,1.08,1.034,1.126,1.258,1.005,1.033,1.058,1.166,1.103,1.215,1.107,1.042
"Q8LMR0","tr|Q8LMR0|Q8LMR0_ORYSJ","Phosphoserine aminotransferase OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1134F05.4 PE=2 SV=1",125542475,1.059,1.122,1.011,1.095,1.088,1.118,1.069,1.105,1.062,1.083,1.042,1.086,1.122,1.211,1.091,1.121,1.171,1.155
"O82143","sp|O82143|PSMDA_ORYSJ","26S proteasome non-ATPase regulatory subunit 4 homolog OS=Oryza sativa subsp. japonica OX=39947 GN=RPN10 PE=1 SV=1",125543079,1.004,1.036,1.016,1.002,1.094,1.055,1.05,1.043,1.096,1.122,0.982,0.928,1.079,1.043,0.957,1.021,1.054,1.109
"A3AG94","tr|A3AG94|A3AG94_ORYSJ","Os03g0261500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os03g0261500 PE=4 SV=1",125543187,0.987,0.98,0.987,1.036,1.025,0.997,1.118,1.065,1.142,1.137,0.974,1.005,0.956,0.979,1.032,1.076,1.059,0.961
"Q10NP2","tr|Q10NP2|Q10NP2_ORYSJ","Calcium-binding EF hand family protein, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g15740 PE=4 SV=1",125543209,0.993,1.005,1.01,1.016,0.999,1.002,0.941,0.999,0.969,0.936,1.039,1.023,1.028,1,1.021,0.977,1.064,1.02
"Q10N90","tr|Q10N90|Q10N90_ORYSJ","Os03g0278300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g17010 PE=2 SV=1",125543328,1.045,0.985,0.994,0.998,0.984,1.016,1.004,1.029,1.008,1.07,1.015,0.916,0.978,1.014,1.048,1.065,1.065,1.062
"Q8H8W1","tr|Q8H8W1|Q8H8W1_ORYSJ","Calcium-transporting ATPase 4, endoplasmic reticulum-type, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g17310 PE=3 SV=1",125543367,1.041,0.97,1.018,1.016,1.011,0.943,1.198,1.07,1.084,1.005,1.057,1.062,1.009,0.854,1.067,0.957,1.097,0.939
"Q10MY4","tr|Q10MY4|Q10MY4_ORYSJ","Os03g0289400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g18020 PE=4 SV=1",125543428,0.943,0.858,0.93,1.013,1.099,0.833,1.103,1.049,1.023,0.88,0.983,0.974,1.086,1.156,0.982,0.948,1.06,0.915
"Q10LS9","tr|Q10LS9|Q10LS9_ORYSJ","Insulinase containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g21810 PE=2 SV=1",125543776,0.997,0.964,0.981,0.951,1.066,0.891,0.995,0.951,0.962,0.996,0.99,0.944,1.004,1.061,0.908,0.985,0.957,0.931
"Q850W6","tr|Q850W6|Q850W6_ORYSJ","Os03g0452300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g34040 PE=2 SV=1",125544487,1.019,0.98,0.937,0.936,0.933,0.832,0.856,0.928,0.849,0.874,0.927,0.893,0.93,1.072,0.875,1.032,0.849,0.94
"B9F9K4","tr|B9F9K4|B9F9K4_ORYSJ","DEK_C domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_11636 PE=4 SV=1",125544746,0.929,0.864,0.928,0.931,0.913,0.861,0.966,1.122,1.031,0.913,0.926,0.881,0.924,0.875,1.091,0.856,1.057,0.962
"Q6AVG2","tr|Q6AVG2|Q6AVG2_ORYSJ","Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0079G12.22 PE=4 SV=1",125545612,0.851,0.8,0.989,0.992,0.934,0.658,0.724,0.709,0.685,0.718,0.839,0.892,0.848,0.76,0.883,0.908,0.845,0.832
"Q6AVR6","tr|Q6AVR6|Q6AVR6_ORYSJ","Os03g0840200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g62370 PE=2 SV=1",125546375,0.918,1.01,0.734,0.753,0.818,1.118,1.02,0.984,1.109,1.056,0.814,1.016,0.878,0.861,0.799,0.822,0.817,0.97
"A3APM6","tr|A3APM6|A3APM6_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_13329 PE=3 SV=1",125546402,1.008,1.005,0.952,1.029,0.957,0.825,0.805,0.84,0.853,0.96,0.875,0.836,0.913,0.969,0.849,1.04,0.831,0.91
"Q53JF1","tr|Q53JF1|Q53JF1_ORYSJ","Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g26190 PE=2 SV=1",125547154,1.076,0.851,1.137,1.288,1.039,0.881,0.971,0.66,0.901,0.55,1.065,0.86,1.072,0.831,1.181,0.691,0.97,1.049
"Q7XLG9","tr|Q7XLG9|Q7XLG9_ORYSJ","OSJNBa0039C07.7 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0397500 PE=4 SV=2",125548123,0.886,0.977,1.002,0.954,1.129,0.913,0.923,0.911,0.933,0.93,0.995,0.941,1.092,0.981,0.972,0.877,1.098,1.057
"Q7XQP9","tr|Q7XQP9|Q7XQP9_ORYSJ","GrpE protein homolog OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0084A10.6 PE=2 SV=1",125548341,0.956,1.01,0.893,0.911,0.838,0.97,0.884,0.919,0.989,0.907,0.919,0.927,0.894,0.899,0.874,0.936,0.859,0.879
"Q6AUR2","sp|Q6AUR2|GLNB_ORYSJ","Nitrogen regulatory protein P-II homolog OS=Oryza sativa subsp. japonica OX=39947 GN=GLB PE=2 SV=1",125550734,0.978,0.895,0.982,0.936,0.957,0.941,0.927,0.888,0.892,0.914,0.844,0.973,0.783,0.795,0.982,0.958,0.961,0.972
"B9FMB0","tr|B9FMB0|B9FMB0_ORYSJ","Peroxidase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_17020 PE=3 SV=1",125550742,1.029,0.887,1.126,1.179,1.09,0.88,0.975,0.81,0.897,1.014,1.164,0.802,1.172,1.194,1.073,1.241,1.006,0.97
"B9FJ38","tr|B9FJ38|B9FJ38_ORYSJ","Os05g0223000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0223000 PE=4 SV=1",125551309,1.008,1.07,0.931,0.956,0.799,0.845,1.069,1.276,0.772,0.903,0.958,0.98,0.741,0.726,0.96,1.11,1.25,0.927
"Q5W708","tr|Q5W708|Q5W708_ORYSJ","'putative glucan 1,3-beta-glucosidase OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0244500 PE=3 SV=1",125551511,0.992,1.009,1.051,1.069,1.085,1.063,0.978,0.881,0.991,1.033,1.021,0.895,0.968,1.103,1.189,1.129,1.082,1.061
"Q60E66","tr|Q60E66|Q60E66_ORYSJ","Os05g0387200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0387200 PE=2 SV=1",125552174,1.105,1.001,0.968,0.963,1.052,1.209,1.103,1.143,1.058,1.018,0.978,1.314,1.071,1.075,0.892,1.047,0.923,0.955
"Q688M5","sp|Q688M5|CHI9_ORYSJ","Chitinase 9 OS=Oryza sativa subsp. japonica OX=39947 GN=Cht9 PE=2 SV=1",125552257,0.886,0.907,0.888,0.69,0.826,0.911,1.075,0.834,1.213,0.885,1.39,0.608,1.334,1.68,0.546,0.712,0.571,0.823
"B9FKX6","tr|B9FKX6|B9FKX6_ORYSJ","Transcription elongation factor spt6 OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_19048 PE=3 SV=1",125552834,1.003,0.952,1.094,1.03,1.073,1.031,1,1.032,1.046,1.063,1.056,0.986,1.062,0.975,1.032,0.984,1.075,1.062
"B9FHM5","tr|B9FHM5|B9FHM5_ORYSJ","Reticulon-like protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0550250 PE=4 SV=1",125553216,0.882,0.965,0.988,1.217,0.955,1.01,1.052,0.931,0.979,0.892,1.039,1.04,1,1.025,1.185,0.89,1.046,1.143
"Q6L4S2","tr|Q6L4S2|Q6L4S2_ORYSJ","Os05g0592000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0592000 PE=3 SV=1",125553543,1.081,1.036,1.066,1.065,1.152,1.199,1,0.895,1.106,1.067,1.017,1.044,1.013,1.095,1.128,1.095,1.247,1.206
"B9FRG1","tr|B9FRG1|B9FRG1_ORYSJ","Coatomer subunit beta' OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_20099 PE=3 SV=1",125554018,1.055,1.013,1.117,1.099,1.048,0.948,1.023,1.024,1.015,1.018,1.026,1.046,0.985,0.971,1.102,1.147,1.115,1.044
"Q5Z6P5","tr|Q5Z6P5|Q5Z6P5_ORYSJ","Acylphosphatase OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0264700 PE=2 SV=1",125554826,0.87,0.962,0.955,1.099,1.089,0.979,0.96,0.984,1.002,1.069,1.08,0.907,1.107,1.161,0.961,0.899,0.89,0.865
"Q5Z4D3","tr|Q5Z4D3|Q5Z4D3_ORYSJ","Peroxidase OS=Oryza sativa subsp. japonica OX=39947 GN=prx78 PE=3 SV=1",125555057,1.129,0.872,0.747,0.876,0.8,0.633,0.873,0.768,0.912,0.606,1.092,1.112,1.091,0.76,0.816,0.933,0.888,0.994
"Q5Z6F0","sp|Q5Z6F0|TIP22_ORYSJ","Probable aquaporin TIP2-2 OS=Oryza sativa subsp. japonica OX=39947 GN=TIP2-2 PE=2 SV=1",125555187,0.964,0.964,1.049,1.114,1.063,0.909,0.899,1.016,0.925,0.953,0.956,0.934,0.954,1.026,1.006,0.951,1.014,0.934
"Q2QT32","tr|Q2QT32|Q2QT32_ORYSJ","Serine hydroxymethyltransferase OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g22030 PE=2 SV=2",125555254,1.035,1.039,1.08,1.08,0.992,0.938,1.064,1.096,0.866,0.895,1.206,1.089,0.973,0.96,1.007,1.046,0.904,0.912
"Q5Z7I6","tr|Q5Z7I6|Q5Z7I6_ORYSJ","Os06g0548100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0548100 PE=3 SV=1",125555679,0.929,0.833,1.152,0.959,1.074,0.983,1.037,0.915,0.967,0.831,0.89,1.115,1.028,0.86,0.857,0.812,0.801,0.914
"A3BE72","tr|A3BE72|A3BE72_ORYSJ","D-3-phosphoglycerate dehydrogenase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_22207 PE=3 SV=1",125556326,1.007,1.034,1.021,0.993,1.008,0.998,0.993,1.014,1.004,1,1.031,1.007,1.073,1.097,1.005,0.98,1.041,0.963
"Q5Z4V2","tr|Q5Z4V2|Q5Z4V2_ORYSJ","Os06g0698674 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0698674 PE=2 SV=1",125556630,1.052,0.992,1.094,1.093,1.047,0.918,1.141,1.112,1.079,1.024,0.969,0.934,1.015,1.016,1.023,1.095,0.995,1.036
"Q69U53","tr|Q69U53|Q69U53_ORYSJ","MAP3K-like protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0103500 PE=2 SV=1",125559841,0.999,0.985,1.099,1.475,0.976,1.009,1.3,1.008,0.964,1.093,1.303,0.966,0.969,0.945,1.185,1.141,1.082,1.146
"A3BNZ2","tr|A3BNZ2|A3BNZ2_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_25788 PE=4 SV=1",125559909,0.993,0.998,0.938,1.012,0.994,1.038,0.945,0.903,0.949,1.003,0.975,0.813,1.041,0.941,1.086,0.863,1.054,0.999
"Q69R65","tr|Q69R65|Q69R65_ORYSJ","Plasma membrane ATPase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_26551 PE=3 SV=1",125560691,1.004,1.067,1.033,1.095,1.035,1.091,0.964,1.068,1.015,1.048,0.953,0.952,1.065,1.038,1.099,0.948,1.188,1.092
"B9G0M7","tr|B9G0M7|B9G0M7_ORYSJ","Response regulatory domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_27121 PE=4 SV=1",125561322,1.497,1.71,0.654,0.785,0.627,1.012,0.795,0.892,0.833,1.707,0.946,1.159,0.951,1.065,0.695,1.239,0.74,1.51
"Q7EYM8","tr|Q7EYM8|Q7EYM8_ORYSJ","Os08g0379400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0379400 PE=2 SV=1",125561376,1.073,1.08,0.992,0.97,1.015,1.236,0.905,0.943,0.911,0.867,0.978,1.052,1.001,0.843,0.903,1.058,0.948,1.059
"Q0J603","tr|Q0J603|Q0J603_ORYSJ","Os08g0383700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0383700 PE=4 SV=1",125561391,1.011,0.968,0.841,0.86,1.214,1.079,0.941,1.123,1.073,1.099,1.138,1.099,1.064,1.011,1.007,1.03,1.139,1.059
"B9G0W6","tr|B9G0W6|B9G0W6_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_27311 PE=4 SV=1",125561542,0.882,0.991,0.848,0.829,0.939,0.86,1.005,1.033,1.084,1.074,0.833,0.877,0.92,1.313,0.756,0.839,0.825,1.02
"Q0J5I8","tr|Q0J5I8|Q0J5I8_ORYSJ","Os08g0431500 protein (Fragment) OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0431500 PE=4 SV=1",125561633,0.991,0.914,1.055,1.005,1.075,1.012,0.982,1.088,1.047,1.101,1.026,1.018,1.097,1.043,0.981,0.91,1.011,1.04
"Q6Z8S1","tr|Q6Z8S1|Q6Z8S1_ORYSJ","Os08g0442300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0708B04.3-1 PE=4 SV=1",125561692,1.094,1.035,1.036,0.96,1.098,0.892,0.89,1.03,1.013,1.189,0.884,1.094,1.128,1.054,0.99,1.027,1.066,1.012
"Q6ZBI7","tr|Q6ZBI7|Q6ZBI7_ORYSJ","Os08g0543400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0543400 PE=2 SV=1",125562406,1.073,1.088,1.188,1.14,1.163,1.024,1.15,1.276,1.171,1.222,1.099,1.08,1.161,1.604,1.032,1.085,1.046,1.1
"Q6H5B5","tr|Q6H5B5|Q6H5B5_ORYSJ","Os09g0379900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os09g0379900 PE=4 SV=1",125563525,1.116,1.102,0.93,0.953,1.085,1.117,1.033,0.965,1.057,1.176,0.933,1.044,0.946,0.978,1.009,1.041,1.042,1.15
"A3C069","tr|A3C069|A3C069_ORYSJ","Epimerase domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_29854 PE=4 SV=1",125564208,0.925,1.213,1.014,0.967,1.203,1.182,0.962,0.938,1.057,1.14,1.016,1.04,1.118,0.95,0.905,1.201,1.108,1.122
"Q69NG3","tr|Q69NG3|Q69NG3_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1531_B07.14 PE=4 SV=1",125564457,0.98,1.002,1.014,1.044,1.068,1.049,0.902,0.888,0.96,0.933,1.023,1.041,1.042,1.073,1.005,0.974,1.041,1.066
"A3C1M3","tr|A3C1M3|A3C1M3_ORYSJ","Aldo_ket_red domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_30388 PE=4 SV=1",125564750,0.894,1.048,0.916,0.867,0.979,1.11,0.801,0.788,1.032,1.045,0.932,0.991,0.98,0.958,0.79,0.833,0.978,1.004
"A2ZQ52","tr|A2ZQ52|A2ZQ52_ORYSJ","Fe2OG dioxygenase domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_00688 PE=3 SV=1",125569334,0.947,0.969,1.012,0.964,0.934,0.966,0.895,0.962,0.945,0.783,0.962,0.913,0.975,0.947,0.913,0.931,0.902,0.904
"A2ZRK6","tr|A2ZRK6|A2ZRK6_ORYSJ","Thioredoxin domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_01220 PE=4 SV=1",125569838,0.988,1.053,1.008,0.961,0.967,1.05,1.008,1.014,0.915,1.017,1.062,1.007,1.005,1.009,1.006,0.952,0.922,0.977
"A2ZTZ7","tr|A2ZTZ7|A2ZTZ7_ORYSJ","Os01g0531500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0531500 PE=4 SV=1",125570679,1.078,1.072,1.029,1.02,1.016,1.124,1.065,1.121,1.105,1.184,0.976,1.064,0.965,1.083,1.065,1.057,1.086,1.063
"A2ZUW6","tr|A2ZUW6|A2ZUW6_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_02409 PE=4 SV=1",125570998,0.963,0.573,1.379,1.565,0.828,1.148,1.516,1.693,1.374,1.108,1.433,1.114,1.026,0.82,1.336,1.294,1.025,0.76
"A2ZXD8","tr|A2ZXD8|A2ZXD8_ORYSJ","40S ribosomal protein S24 OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_03304 PE=3 SV=1",125571870,1.094,0.948,1.123,1.202,1.067,0.803,1.023,0.945,0.963,0.869,1.114,1,1.074,1.031,1.021,1.122,1.039,0.983
"A3A032","tr|A3A032|A3A032_ORYSJ","Amidophosphoribosyltransferase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_04255 PE=3 SV=1",125572814,0.902,0.956,0.994,0.911,1.018,0.937,0.886,0.943,0.871,0.879,0.901,0.957,0.921,0.903,0.851,0.988,0.916,0.969
"A3A0Y3","tr|A3A0Y3|A3A0Y3_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_04554 PE=4 SV=1",125573115,0.953,0.971,1.012,1.029,0.994,0.989,0.929,0.94,0.974,1.069,0.905,0.959,0.861,1.002,1.071,1.072,1.028,0.967
"A3A130","tr|A3A130|A3A130_ORYSJ","GYF domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_04600 PE=4 SV=1",125573162,1.147,0.941,1.044,1.139,1.066,0.982,1.152,1.291,1.096,1.188,1.014,1.042,0.979,0.998,1.038,1.291,0.984,1.054
"A3C3E1","tr|A3C3E1|A3C3E1_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_31014 PE=4 SV=1",125574320,1.035,0.97,1.063,1.02,1.039,1.084,0.959,1.024,0.96,1.13,0.985,0.982,0.993,0.98,1.074,0.991,1.022,1.006
"A3C537","tr|A3C537|A3C537_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_31650 PE=4 SV=1",125574916,1.027,0.937,1.156,1.81,0.964,0.918,1.314,1.217,0.875,0.899,0.893,0.917,0.873,0.941,1.481,1.381,1.078,0.973
"A3C636","tr|A3C636|A3C636_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_32022 PE=4 SV=1",125575265,1.623,0.861,1.426,1.222,0.7,0.873,1.382,0.364,1.091,0.889,1.253,1.124,0.901,0.734,0.697,0.826,0.399,1.05
"A3C6B8","tr|A3C6B8|A3C6B8_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_32103 PE=4 SV=1",125575347,1.057,1.273,1.093,1.174,1.115,1.183,0.952,1.3,1.084,1.286,0.956,0.964,1.073,0.999,1.24,1.115,1.129,1.341
"A3C776","tr|A3C776|A3C776_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_32420 PE=3 SV=1",125575655,1.076,1.027,0.917,1.052,0.992,1.074,0.776,0.822,0.68,0.923,0.853,0.875,1.03,1.731,0.931,1.054,1.1,0.888
"A3CB05","tr|A3CB05|A3CB05_ORYSJ","Serine hydroxymethyltransferase OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_33805 PE=3 SV=1",125577046,1.22,1.145,1.078,1.076,1.099,1.021,1.069,1.322,0.959,1.065,0.98,0.989,0.967,1.113,1.06,1.152,1.048,0.995
"Q2QQD1","tr|Q2QQD1|Q2QQD1_ORYSJ","DnaJ domain containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g31460 PE=4 SV=1",125579418,0.956,0.904,1,1.056,0.947,0.915,0.91,0.953,0.743,0.897,1.02,0.988,0.995,0.908,0.888,0.984,0.965,0.797
"A3CII5","tr|A3CII5|A3CII5_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_36537 PE=4 SV=1",125579752,0.914,0.942,1.052,1.052,1.027,0.817,1.014,0.934,1.051,0.716,1.059,0.9,1.051,0.929,1.128,1.037,1.038,0.801
"A3CIV7","tr|A3CIV7|A3CIV7_ORYSJ","Peptidase A1 domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_36669 PE=3 SV=1",125579874,0.888,0.851,0.907,0.954,0.864,0.663,1.193,0.957,1.209,0.487,0.563,1.042,0.571,0.487,0.421,0.869,0.441,0.741
"A3A2Y3","tr|A3A2Y3|A3A2Y3_ORYSJ","CPSF_A domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_05303 PE=4 SV=1",125580741,0.999,0.966,1.172,1.089,1.076,1.013,1.07,0.937,1.008,1.097,1.057,1.081,1.04,1.063,1.122,1.093,1.021,1.048
"A3A3M4","tr|A3A3M4|A3A3M4_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_05566 PE=3 SV=1",125580982,1.204,1.15,1.159,1.231,1.045,1.172,1.184,1.147,1.19,1.045,1.034,1.122,1.107,1.157,1.12,1.19,1.019,1.111
"A3A4D6","tr|A3A4D6|A3A4D6_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_05837 PE=4 SV=1",125581244,1.092,1.188,1.272,1.17,1.039,0.906,1.135,1.15,1.049,1.226,1.092,1.241,1.13,0.963,0.989,0.901,0.935,1.091
"A3A743","tr|A3A743|A3A743_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_06818 PE=4 SV=1",125582201,0.979,0.907,1.028,1.033,0.945,0.899,0.973,1.144,0.804,1.134,0.925,0.901,0.959,0.829,1.11,1.125,1.049,0.962
"A3A7A3","tr|A3A7A3|A3A7A3_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_06877 PE=4 SV=1",125582261,0.948,1.032,1.03,1.097,1.154,1.135,1.113,0.984,1.18,1.281,0.874,1.02,0.962,1.113,1.019,0.975,1.127,1.133
"A3A7Y3","tr|A3A7Y3|A3A7Y3_ORYSJ","PEROXIDASE_4 domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07113 PE=3 SV=1",125582491,1.051,1.016,0.867,1.13,0.932,1.088,0.946,1.365,1.055,0.903,0.866,1.027,0.832,0.871,0.832,0.989,0.798,0.886
"A3A851","tr|A3A851|A3A851_ORYSJ","Dirigent protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07186 PE=3 SV=1",125582559,1.174,1.248,1.044,1.132,1.079,1.136,1.03,1.064,1.009,1.251,1.091,1.15,1.164,1.269,1.207,1.239,1.202,1.095
"A3A997","tr|A3A997|A3A997_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_07605 PE=3 SV=1",125582955,0.879,0.961,0.951,0.888,0.999,0.931,0.85,0.756,0.915,0.841,0.825,0.923,0.898,0.862,0.888,0.85,0.93,1.021
"A3ADS4","tr|A3ADS4|A3ADS4_ORYSJ","Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_09285 PE=4 SV=1",125584799,1.05,1.119,1.068,1.135,1.007,1.067,1.033,0.993,1,0.97,0.983,0.913,1.066,1.045,1.006,1.03,1.018,1.138
